endpoint_id,module,analysis_tier,inferential_unit,predictor,status,p_value_method,beta_std_within,standard_error_clustered,confidence_low_95,confidence_high_95,p_value,n_observations,n_taxa,beta_sine_std_within,beta_cosine_std_within,effect_magnitude,effect_direction_degrees,q_fdr_bh_within_tier,fdr_significant_0_05,screening_only,submission_claim_eligible,required_gate
orientation_image_vertical_angle,orientation,primary,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,0.009070328128833925,0.04065782172060224,-0.0706175381333968,0.08875819439106464,0.8234659457452008,653,145,,,,,0.846,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
orientation_image_vertical_angle,orientation,primary,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,0.031860410852950556,0.05194732296832427,-0.06995447125823534,0.13367529296413647,0.5396637696735873,653,145,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
orientation_image_vertical_angle,orientation,primary,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,0.020599868372846334,0.04066492485174848,-0.059101919770608496,0.10030165651630116,0.6124524654296237,653,145,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
orientation_image_vertical_angle,orientation,primary,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,-0.0739608997787335,0.04510422830446664,-0.16236356280596023,0.014441763248493222,0.10105143323387811,653,145,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_lightness,colour,primary,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,0.042549707518420604,0.03901340818055239,-0.0339151674296224,0.11901458246646361,0.27542992207458916,779,155,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_lightness,colour,primary,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,0.10307452128483595,0.03648582725495582,0.03156361391897264,0.17458542865069926,0.004727228827859033,779,155,,,,,0.15127132249148906,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_lightness,colour,primary,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,-0.021514609399748523,0.038197531589265754,-0.0963803956130404,0.053351176813543365,0.5732673384684241,779,155,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_lightness,colour,primary,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,-0.061602230428658325,0.04503086874432176,-0.14986111136007937,0.026656650502762724,0.17131206229966478,779,155,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_chroma,colour,primary,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,0.009158010036173966,0.04142908933242732,-0.07204151296767614,0.09035753304002406,0.8250514370611801,779,155,,,,,0.846,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_chroma,colour,primary,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,-0.04700617686694583,0.044536834617967445,-0.1342967687035787,0.04028441496968706,0.2912218774043077,779,155,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_chroma,colour,primary,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,0.019786682072991627,0.04207748573814804,-0.06268367453377631,0.10225703867975956,0.6381807547508171,779,155,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
corolla_lab_chroma,colour,primary,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,0.0511688681916539,0.0484858372491509,-0.043861626576952466,0.14619936296026026,0.2912715061225798,779,155,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
visible_floret_fraction,display,candidate,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,0.02573454092612953,0.0483000437716432,-0.06893180531799929,0.12040088717025836,0.5941680548296808,779,155,,,,,0.8410065617369796,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
visible_floret_fraction,display,candidate,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,-0.022933913397937745,0.04203397649089077,-0.10531899344708698,0.059451166651211494,0.5853380484294748,779,155,,,,,0.8410065617369796,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
visible_floret_fraction,display,candidate,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,0.023875856567986065,0.03708780672115671,-0.04881490887106364,0.09656662200703577,0.5197274014768559,779,155,,,,,0.8410065617369796,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
visible_floret_fraction,display,candidate,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,0.06647747833001569,0.039914357410320386,-0.011753224660271691,0.14470818132030305,0.09581246398457917,779,155,,,,,0.2554999039588778,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
capitulum_outline_aspect_ratio,shape,primary,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,0.035284059045954365,0.031615206068827506,-0.026680606212759694,0.09724872430466842,0.2644019741049397,731,150,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_aspect_ratio,shape,primary,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,-0.03310932959650461,0.04083321035875432,-0.11314095127281093,0.04692229207980172,0.4174557414383854,731,150,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_aspect_ratio,shape,primary,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,-0.08636679003391404,0.04512908136136953,-0.17481816415757617,0.0020845840897480844,0.055649244417475735,731,150,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_aspect_ratio,shape,primary,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,0.017742686480414833,0.04063796742620373,-0.06190626607985635,0.09739163904068601,0.6623987870421573,731,150,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_circularity,shape,primary,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,-0.03773068295840076,0.03787640749170235,-0.11196707750590046,0.03650571158909893,0.31917599111536177,731,150,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_circularity,shape,primary,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,-0.011438148765048242,0.043383651659745906,-0.09646854353598155,0.07359224600588507,0.7920487562934877,731,150,,,,,0.846,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_circularity,shape,primary,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,0.05593874547606767,0.0430134952917097,-0.028366156144866525,0.14024364709700188,0.19343208618168206,731,150,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_circularity,shape,primary,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,-0.012958494443352465,0.04060877498196494,-0.09255023086429494,0.06663324197759,0.7496463077616643,731,150,,,,,0.846,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_solidity,shape,primary,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,-0.02885848419308156,0.041264383328360785,-0.10973518936092375,0.052018220974760616,0.4843297276523144,731,150,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_solidity,shape,primary,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,-0.03144132362918016,0.05537990329608724,-0.13998393955682217,0.07710129229846185,0.5702122949064976,731,150,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_solidity,shape,primary,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,0.05675514840669337,0.04172158455280066,-0.02501765469473858,0.13852795150812533,0.17372532721635747,731,150,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_outline_solidity,shape,primary,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,-0.04162002852492227,0.040513025099815136,-0.12102409862532718,0.03778404157548263,0.30426762833159826,731,150,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_width_profile_cv,shape,primary,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,0.0439404324625892,0.04221589817727656,-0.03880120753988298,0.12668207246506138,0.2979450070728774,731,150,,,,,0.7295451225493983,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_width_profile_cv,shape,primary,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,-0.021413019115030057,0.04098857151726207,-0.101749143066608,0.05892310483654788,0.6013818469700869,731,150,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_width_profile_cv,shape,primary,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,0.031338631655315245,0.05792296593843028,-0.08218829546174838,0.1448655587723789,0.5884801295183663,731,150,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
capitulum_width_profile_cv,shape,primary,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,0.032754170653243736,0.04969350427577877,-0.06464330799286983,0.1301516492993573,0.5098162829207125,731,150,,,,,0.8152600455903474,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
bract_projection_roughness,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,-0.008163732074010815,0.03313765670142983,-0.07311234574086566,0.05678488159284402,0.8054049930641397,904,165,,,,,0.9204628492161596,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_projection_roughness,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,0.10245666283217768,0.03328059407866668,0.037227897053893996,0.16768542861046137,0.0020799614855744287,904,165,,,,,0.01663969188459543,True,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_projection_roughness,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,-0.07163870873119785,0.02753992645346464,-0.12561597271687044,-0.01766144474552525,0.00928800669245914,904,165,,,,,0.03715202676983656,True,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_projection_roughness,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,-0.01656475343518164,0.04063376218334909,-0.09620546387091149,0.0630759570005482,0.6835234172866029,904,165,,,,,0.8412595905065883,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_projection_maximum,armature,candidate,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,0.0011693497287764778,0.034439287030678695,-0.06633041250459114,0.0686691119621441,0.972913874424894,904,165,,,,,0.972913874424894,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_projection_maximum,armature,candidate,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,0.08353922044203302,0.030608894434899128,0.02354688974304224,0.14353155114102378,0.006347921855632006,904,165,,,,,0.033855583230037366,True,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_projection_maximum,armature,candidate,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,-0.036339183759463975,0.03244160360650156,-0.09992355842893175,0.027245190910003797,0.2626535046316676,904,165,,,,,0.600350867729526,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_projection_maximum,armature,candidate,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,-0.016588622878503045,0.034511849166671084,-0.08423060428505705,0.05105335852805096,0.6307549213027347,904,165,,,,,0.8410065617369796,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_spread_fraction,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio01_native,ok,taxon_clustered_ols,-0.024777458147783874,0.038232066995256525,-0.09971093251300914,0.050156016217441396,0.5169328677297554,904,165,,,,,0.8410065617369796,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_spread_fraction,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio04_native,ok,taxon_clustered_ols,0.10255115153102859,0.03263675010473864,0.03858429675330702,0.16651800630875016,0.0016768423632486172,904,165,,,,,0.01663969188459543,True,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_spread_fraction,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio12_native,ok,taxon_clustered_ols,-0.06422472000169177,0.03433284349673692,-0.13151585674214633,0.0030664167387628033,0.06139366468223157,904,165,,,,,0.19645972698314101,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
bract_spread_fraction,involucre_architecture,candidate,linear_endpoint,env_chelsa_bio15_native,ok,taxon_clustered_ols,-0.004361849523910345,0.039080642764352524,-0.08095850183471716,0.07223480278689647,0.9111314459329176,904,165,,,,,0.9718735423284455,False,True,False,endpoint_specific_image_quality_resolution_and_botanical_validation
corolla_hue,colour,primary,circular_joint,env_chelsa_bio01_native,ok,within_taxon_predictor_permutation_999,,,,,0.846,779,155,-0.022368521878829133,0.00033941437484767364,0.022371096825178485,270.8693251608431,0.846,False,True,False,pr69_primary_timing_taxon_composition_native_range_and_external_validation
