scenario,omitted_taxa,model_definition,trait,predictor,status,beta_std_within,se_cluster_taxon,z,p_value,ci_low,ci_high,n_observations,n_taxa,q_fdr_bh,fdr_significant_0_05
all_taxa,,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio01,ok,0.01705895420393931,0.0063444539285305735,2.6887978691477867,0.007170982618444768,0.004624053002445729,0.029493855405432895,37042,142,0.036251528489516065,True
all_taxa,,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio04,ok,-0.00010814572431665443,0.015545936744426147,-0.00695652671785308,0.9944495395025319,-0.030577621849329762,0.03036133040069645,37042,142,0.9944495395025319,False
all_taxa,,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio12,ok,0.0048927384433322145,0.010208269607431073,0.479291655832695,0.6317311574124316,-0.015115102331707524,0.024900579218371955,37042,142,0.9109199267387045,False
all_taxa,,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio15,ok,-0.007730122344853623,0.003829890808212205,-2.0183662490529457,0.043553131733773495,-0.015236570393670544,-0.0002236742960367022,37042,142,0.1306593952013205,False
all_taxa,,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio01,ok,0.03572763412114583,0.01863228630036987,1.917512083336579,0.05517290737233007,-0.0007909759772181599,0.07224624421950981,40290,143,0.15278651272337557,False
all_taxa,,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio04,ok,0.02044985396855349,0.014819936886638765,1.3798880605888748,0.16762111325329476,-0.008596688582415146,0.04949639651952213,40290,143,0.3549623574775654,False
all_taxa,,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio12,ok,-0.009826997314507712,0.011631164378429735,-0.8448850858588248,0.39817500225035474,-0.032623660594495195,0.01296966596547977,40290,143,0.7167150040506385,False
all_taxa,,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio15,ok,-0.025584472471398407,0.016375309522188877,-1.562381000293822,0.1181982602891552,-0.05767948937058441,0.006510544427787594,40290,143,0.26594608565059924,False
all_taxa,,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio01,ok,-0.008123849805229526,0.008452872961404782,-0.961075582505788,0.3365141659167352,-0.024691176375475327,0.008443476765016276,40290,143,0.6376057880527615,False
all_taxa,,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio04,ok,-0.018672862684679395,0.008497182107725753,-2.1975358945999024,0.0279821958477997,-0.03532703358590002,-0.002018691783458773,40290,143,0.10073590505207891,False
all_taxa,,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio12,ok,0.039323679150289406,0.014840702805516361,2.649718120874478,0.008055895219892459,0.010236436146214802,0.068410922154364,40290,143,0.036251528489516065,True
all_taxa,,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio15,ok,-0.0006220410074527202,0.013240965572873933,-0.04697852313180716,0.9625303446840082,-0.02657385665082039,0.025329774635914952,40290,143,0.9944495395025319,False
all_taxa,,taxon_mean_only,corolla_hue_sin_median,chelsa_bio01,ok,-0.019987423939535193,0.01087367666862998,-1.8381477166042581,0.06604064154340515,-0.04129943858958343,0.0013245907105130447,40283,143,0.16981879254018467,False
all_taxa,,taxon_mean_only,corolla_hue_sin_median,chelsa_bio04,ok,0.05335748002684627,0.005567478355997878,9.583778618441135,9.355800674538036e-22,0.04244542296438416,0.06426953708930838,40283,143,3.368088242833693e-20,True
all_taxa,,taxon_mean_only,corolla_hue_sin_median,chelsa_bio12,ok,-0.04402832920746888,0.008564239309778614,-5.140950365223624,2.733522652533012e-07,-0.06081392980961713,-0.027242728605320628,40283,143,4.920340774559421e-06,True
all_taxa,,taxon_mean_only,corolla_hue_sin_median,chelsa_bio15,ok,0.006360165333156829,0.013781493881604795,0.46150042860347845,0.6444396139664921,-0.02065106632794768,0.03337139699426134,40283,143,0.9109199267387045,False
all_taxa,,taxon_mean_only,corolla_hue_cos_median,chelsa_bio01,ok,-0.005039487326906813,0.007288292428983439,-0.6914496606730849,0.48928300504096267,-0.019324277996510302,0.009245303342696676,40283,143,0.8006449173397571,False
all_taxa,,taxon_mean_only,corolla_hue_cos_median,chelsa_bio04,ok,-0.028294519549463774,0.008672293127054065,-3.2626341308962745,0.0011038192370239964,-0.04529190174186398,-0.011297137357063565,40283,143,0.013245830844287957,True
all_taxa,,taxon_mean_only,corolla_hue_cos_median,chelsa_bio12,ok,-0.003919800969687975,0.01037458751282108,-0.37782716323360543,0.7055589935287743,-0.024253618849276265,0.01641401690990032,40283,143,0.9109199267387045,False
all_taxa,,taxon_mean_only,corolla_hue_cos_median,chelsa_bio15,ok,0.02014949596838026,0.006760428289164283,2.980505835802767,0.002877727548638961,0.006899300001552531,0.03339969193520799,40283,143,0.02071963835020052,True
all_taxa,,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio01,ok,-0.011551029404227777,0.0064546614336659066,-1.7895639489285193,0.0735240384252039,-0.024201933346612626,0.0010998745381570717,38289,141,0.17645769222048935,False
all_taxa,,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio04,ok,0.01372303790536522,0.004548404357546861,3.017110359283582,0.002551968853551608,0.00480832917744833,0.02263774663328211,38289,141,0.02071963835020052,True
all_taxa,,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio12,ok,-0.010795551143822303,0.0040540539685125655,-2.662902671664037,0.007746981789258333,-0.018741350913488608,-0.002849751374155997,38289,141,0.036251528489516065,True
all_taxa,,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio15,ok,-0.0042158021341845535,0.0034888180138338246,-1.2083754777314548,0.2269028678653353,-0.011053759789913414,0.002622155521544307,38289,141,0.4538057357306706,False
all_taxa,,taxon_mean_only,shape_circularity_median,chelsa_bio01,ok,0.0015992675265417275,0.015145060469392044,0.10559664187368711,0.9159023892519776,-0.028084505537147964,0.03128304059023142,38289,141,0.9944495395025319,False
all_taxa,,taxon_mean_only,shape_circularity_median,chelsa_bio04,ok,0.01134946161444442,0.0053927295547803065,2.104585720302598,0.03532738571074206,0.0007799059087102989,0.021919017320178542,38289,141,0.11561689868970128,False
all_taxa,,taxon_mean_only,shape_circularity_median,chelsa_bio12,ok,-0.010164790028060602,0.004572498535887552,-2.2230275085451834,0.026213945110921368,-0.019126722477762332,-0.0012028575783588728,38289,141,0.10073590505207891,False
all_taxa,,taxon_mean_only,shape_circularity_median,chelsa_bio15,ok,-0.002026857124487551,0.006262702830830017,-0.3236393581553549,0.746211086815981,-0.014301529118791427,0.010247814869816326,38289,141,0.9109199267387045,False
all_taxa,,taxon_mean_only,shape_solidity_median,chelsa_bio01,ok,0.0028528944907540077,0.011912271393789675,0.23949206632761333,0.8107240476509533,-0.020494728415140506,0.026200517396648523,38289,141,0.9120645536073225,False
